timestamp,lap time,stroke count,stroke type
2023-01-01T10:55:45Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-01T10:56:54Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-01T11:02:09Z,00:00:20.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-09T04:52:34Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-09T18:19:14Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-12T12:07:09Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-12T13:40:05Z,00:00:22.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-14T03:10:40Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-14T04:36:33Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-14T05:56:36Z,00:00:37.000,22,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:23:41Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:31:58Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:33:46Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:40:52Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:41:12Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T08:44:32Z,00:00:25.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T13:31:24Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T13:57:10Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T14:04:40Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T14:10:13Z,00:00:33.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T14:25:45Z,00:00:44.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T14:27:57Z,00:00:35.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T14:38:10Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:08:26Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:15:20Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:23:13Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:34:45Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:35:53Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T15:48:53Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-15T16:03:20Z,00:00:31.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-16T10:42:31Z,00:00:13.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-16T12:02:45Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-16T12:07:11Z,00:00:36.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T08:03:10Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T10:18:48Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T11:13:17Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T11:55:30Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T12:22:26Z,00:00:54.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T12:24:09Z,00:00:30.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T12:31:51Z,00:00:30.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:02:06Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:11:54Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:18:16Z,00:00:41.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:35:44Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:45:35Z,00:00:36.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:48:20Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-01-31T13:52:45Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
