timestamp,lap time,stroke count,stroke type
2025-02-01T14:49:24Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:49:52Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:51:12Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:53:40Z,00:00:15.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:55:25Z,00:00:23.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:55:57Z,00:00:27.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T14:56:31Z,00:00:17.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T15:09:30Z,00:00:26.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T15:14:50Z,00:00:21.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T15:15:19Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T15:25:03Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T16:08:43Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T16:10:41Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-01T18:30:35Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T10:59:26Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T16:10:07Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T16:10:57Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T16:11:43Z,00:00:27.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T16:40:30Z,00:00:27.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T17:59:36Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T23:19:47Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-02-06T23:20:08Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
