timestamp,lap time,stroke count,stroke type
2025-05-01T00:53:35Z,00:00:09.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-01T01:31:51Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-04T22:58:06Z,00:00:21.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-04T23:58:19Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:01:46Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:15:59Z,00:00:34.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:18:40Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:20:32Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:28:48Z,00:00:34.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:32:19Z,00:00:55.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:33:36Z,00:00:31.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:34:09Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:35:21Z,00:00:42.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:37:06Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:38:00Z,00:00:48.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:40:15Z,00:00:54.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T00:55:03Z,00:00:45.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T01:16:47Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T04:45:44Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T04:49:41Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T14:51:01Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T14:57:11Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T15:05:15Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T15:08:58Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T16:25:30Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T16:30:19Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T16:39:42Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T17:58:01Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:06:52Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:08:17Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:08:51Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:18:34Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:22:33Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:23:09Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:25:03Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:28:10Z,00:00:56.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:32:52Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:34:11Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:35:04Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:40:28Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:41:18Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T18:42:54Z,00:00:31.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-05T23:23:26Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T02:46:59Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T02:48:36Z,00:00:20.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T02:53:42Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T06:04:49Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T06:05:54Z,00:00:27.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T06:16:54Z,00:00:33.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T07:56:54Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T07:58:43Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T09:23:33Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T10:57:40Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T11:00:33Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-06T11:02:59Z,00:00:37.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-05-08T10:26:57Z,00:00:22.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
