timestamp,lap time,stroke count,stroke type
2024-11-01T12:25:35Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-01T12:48:22Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-01T12:49:34Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-01T12:59:45Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-01T17:32:45Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-01T23:56:45Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-02T03:36:04Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-02T03:38:51Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-02T10:01:36Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-02T19:27:29Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-02T23:59:54Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-03T01:10:47Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T12:25:03Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T12:25:31Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T12:25:47Z,00:00:14.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T12:26:45Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T20:19:04Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T20:27:07Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T20:49:21Z,00:00:58.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T20:55:27Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T21:05:32Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T21:10:04Z,00:00:36.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-04T23:54:23Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T00:13:03Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T00:43:17Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T00:46:53Z,00:00:39.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T00:49:27Z,00:00:55.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T03:34:05Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-05T12:30:03Z,00:00:22.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-06T13:50:45Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-06T15:44:54Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-06T18:20:55Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-06T20:27:19Z,00:00:39.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-07T01:03:24Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-07T21:29:55Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-11-07T21:33:08Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
