timestamp,lap time,stroke count,stroke type
2023-11-09T11:36:00Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:41:30Z,00:00:55.000,25,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:42:27Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:43:10Z,00:00:15.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:43:31Z,00:00:09.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:43:44Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:44:17Z,00:00:25.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T06:46:08Z,00:00:25.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T07:06:59Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-10T07:07:33Z,00:00:14.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-11T04:22:58Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T06:03:47Z,00:00:20.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:01:05Z,00:00:30.000,23,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:01:43Z,00:00:16.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:02:08Z,00:00:20.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:02:32Z,00:00:17.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:04:05Z,00:00:23.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:34:24Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:44:15Z,00:00:26.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:46:40Z,00:00:30.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:50:28Z,00:00:24.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T08:52:47Z,00:00:26.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T09:11:38Z,00:00:27.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T09:12:17Z,00:00:57.000,23,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T09:18:32Z,00:00:14.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T09:18:51Z,00:00:25.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-13T10:07:28Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-14T03:22:54Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-14T11:23:09Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T00:41:01Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:04:14Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:04:53Z,00:00:28.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:07:43Z,00:00:30.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:08:13Z,00:00:16.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:22:01Z,00:00:36.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:22:40Z,00:00:39.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:25:02Z,00:00:31.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:25:40Z,00:00:39.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:28:56Z,00:00:56.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:34:44Z,00:00:23.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:35:15Z,00:00:46.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:39:09Z,00:00:54.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:40:07Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:43:08Z,00:00:56.000,21,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:44:05Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:47:33Z,00:00:25.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:48:04Z,00:00:33.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:49:49Z,00:00:24.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:50:23Z,00:00:30.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:52:19Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:52:35Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:52:57Z,00:00:30.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T08:57:44Z,00:00:24.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T09:00:11Z,00:00:27.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T09:11:41Z,00:00:49.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T09:13:18Z,00:00:50.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T09:14:46Z,00:00:45.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T14:21:06Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T14:27:16Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T15:51:32Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T15:56:23Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T16:14:43Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T16:15:15Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T16:16:17Z,00:00:40.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T16:17:57Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T16:22:18Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-15T17:16:29Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-16T11:17:58Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T03:17:13Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T08:07:08Z,00:00:13.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T08:07:38Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T08:09:10Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T08:10:23Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T08:10:47Z,00:00:17.000,20,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T09:03:25Z,00:00:49.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T09:12:01Z,00:00:57.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T09:13:00Z,00:00:14.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T09:18:57Z,00:00:18.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-17T12:31:36Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T13:39:49Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T13:40:26Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T13:50:38Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:10:14Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:12:38Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:19:16Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:20:56Z,00:00:35.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:30:22Z,00:00:56.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:34:30Z,00:00:51.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:45:54Z,00:00:36.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T14:46:33Z,00:00:36.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T15:03:36Z,00:00:34.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T15:07:10Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T15:20:53Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-11-18T15:51:40Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
